To learn about increasing the verbosity of the NGen log files please see http://go.microsoft.com/fwlink/?linkid=210113
08/21/2019 18:24:11.078 [16068]: Failed to load dependency Microsoft.SqlTools.Telemetry.Interop of assembly SqlWorkbench.Interfaces, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:18.965 [16068]: Failed to load dependency Microsoft.SqlServer.Management.Sdk.Sfc of assembly Microsoft.SqlServer.Management.SDK.SqlStudio, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:18.966 [16068]: Failed to load dependency Microsoft.SqlServer.ConnectionInfo of assembly Microsoft.SqlServer.Management.SDK.SqlStudio, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:18.967 [16068]: Failed to load dependency Microsoft.SqlServer.SqlTDiagM of assembly Microsoft.SqlServer.Management.SDK.SqlStudio, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:18.973 [16068]: Failed to load dependency Microsoft.AnalysisServices.SPClient.Interfaces of assembly Microsoft.AnalysisServices.Core, Version=15.17.1.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:18.975 [16068]: Failed to load dependency Microsoft.VisualStudio.Shell.15.0 of assembly SqlPackageBase, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:18.976 [16068]: Failed to load dependency Microsoft.SqlServer.RegSvrEnum of assembly SqlPackageBase, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:18.978 [16068]: Failed to load dependency Microsoft.SqlServer.ConnectionInfo of assembly SqlPackageBase, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:18.979 [16068]: Failed to load dependency Microsoft.SqlServer.Management.HelpViewer of assembly SqlPackageBase, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:18.986 [16068]: Failed to load dependency Microsoft.SqlServer.DlgGrid of assembly Microsoft.AnalysisServices.Controls, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:18.987 [16068]: Failed to load dependency Microsoft.SqlServer.GridControl of assembly Microsoft.AnalysisServices.Controls, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.017 [16068]: Failed to load dependency Microsoft.IdentityModel.Clients.ActiveDirectory of assembly Microsoft.AnalysisServices.Controls, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:19.031 [16068]: Failed to load dependency SqlWorkbench.Interfaces of assembly Microsoft.AnalysisServices.Controls, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.035 [16068]: Failed to load dependency Microsoft.SqlServer.CustomControls of assembly Microsoft.AnalysisServices.Controls, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.039 [16068]: Failed to load dependency Microsoft.VisualStudio.Shell.10.0 of assembly Microsoft.AnalysisServices.Controls, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:19.040 [16068]: Failed to load dependency Microsoft.IdentityModel.Clients.ActiveDirectory.Platform of assembly Microsoft.AnalysisServices.Controls, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:19.061 [16068]: Failed to load dependency Microsoft.Data.ConnectionUI.Dialog of assembly Microsoft.DataWarehouse, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.062 [16068]: Failed to load dependency Microsoft.Data.ConnectionUI of assembly Microsoft.DataWarehouse, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.065 [16068]: Failed to load dependency Microsoft.SqlServer.WizardFramework of assembly Microsoft.DataWarehouse, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.068 [16068]: Failed to load dependency msddsp of assembly Microsoft.DataWarehouse, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:19.069 [16068]: Failed to load dependency Microsoft.VisualStudio.Data of assembly Microsoft.DataWarehouse, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.070 [16068]: Failed to load dependency Microsoft.VisualStudio.DataTools.Interop of assembly Microsoft.DataWarehouse, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.071 [16068]: Failed to load dependency Microsoft.VisualStudio.Data.Interop of assembly Microsoft.DataWarehouse, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.083 [16068]: Failed to load dependency Microsoft.Data.ConnectionUI.Dialog of assembly Microsoft.ReportingServices.QueryDesigners.IS, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.090 [16068]: Failed to load dependency Microsoft.Data.ConnectionUI of assembly Microsoft.ReportingServices.QueryDesigners.IS, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.095 [16068]: Failed to load dependency Microsoft.SqlServer.MgdSqlDumper of assembly Microsoft.ReportingServices.Diagnostics, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:19.157 [16068]: Failed to load dependency Microsoft.ReportingServices.SharePoint.ObjectModel of assembly Microsoft.ReportingServices.DataExtensions, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:19.162 [16068]: Failed to load dependency Microsoft.Data.ConnectionUI of assembly Microsoft.AnalysisServices.AdomdClientUI, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.163 [16068]: Failed to load dependency Microsoft.Data.ConnectionUI.Dialog of assembly Microsoft.AnalysisServices.AdomdClientUI, Version=15.2.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.224 [16068]: Failed to load dependency Microsoft.AnalysisServices.SPClient.Interfaces of assembly Microsoft.AnalysisServices.Xmla, Version=15.17.1.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:19.226 [16068]: Failed to load dependency Microsoft.SqlServer.Management.SqlWizardFramework of assembly Microsoft.SqlServer.Management.SDK.TaskForms, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.227 [16068]: Failed to load dependency Microsoft.SqlServer.Management.Sdk.Sfc of assembly Microsoft.SqlServer.Management.SDK.TaskForms, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.228 [16068]: Failed to load dependency Microsoft.SqlServer.Smo of assembly Microsoft.SqlServer.Management.SDK.TaskForms, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.229 [16068]: Failed to load dependency Microsoft.SqlServer.Diagnostics.STrace of assembly Microsoft.SqlServer.Management.SDK.TaskForms, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.230 [16068]: Failed to load dependency Microsoft.SqlServer.SmoExtended of assembly Microsoft.SqlServer.Management.SDK.TaskForms, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.230 [16068]: Failed to load dependency Microsoft.SqlServer.ConnectionInfo of assembly Microsoft.SqlServer.Management.SDK.TaskForms, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.232 [16068]: Failed to load dependency Microsoft.SqlServer.Smo of assembly Microsoft.SqlServer.Management.PolybaseManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.233 [16068]: Failed to load dependency Microsoft.SqlServer.ConnectionInfo of assembly Microsoft.SqlServer.Management.PolybaseManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.423 [16068]: Failed to load dependency Microsoft.SqlServer.Rmo of assembly ObjectExplorerReplication, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.424 [16068]: Failed to load dependency Microsoft.SqlServer.ConnectionInfo of assembly ObjectExplorerReplication, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.443 [16068]: Failed to load dependency Microsoft.SqlServer.RegSvrEnum of assembly ObjectExplorerReplication, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:24:19.451 [16068]: Failed to load dependency Microsoft.VisualStudio.Shell.15.0 of assembly ObjectExplorerReplication, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : El sistema no puede encontrar el archivo especificado. (Excepción de HRESULT: 0x80070002)
08/21/2019 18:24:19.466 [16068]: Failed to load dependency Microsoft.SqlServer.RegSvrEnum of assembly SqlWorkbench.Interfaces, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
